9.47 	-0.28 	0.05 	0.23 	0.09 	0.00 	0.89
9.67 	-0.31 	0.05 	0.24 	0.09 	0.00 	0.88
9.88 	-0.29 	-0.12 	0.24 	0.09 	0.00 	0.88
10.09 	-0.28 	0.08 	0.23 	0.09 	0.00 	0.88
10.29 	-0.29 	-0.01 	0.22 	0.10 	0.01 	0.89
10.50 	-0.29 	0.00 	0.23 	0.11 	0.01 	0.90
10.70 	-0.30 	-0.13 	0.24 	0.09 	0.00 	0.89
10.91 	-0.30 	0.08 	0.22 	0.09 	0.01 	0.90
11.11 	-0.30 	-0.02 	0.22 	0.11 	0.00 	0.89
11.32 	-0.27 	0.05 	0.24 	0.09 	0.00 	0.89
11.53 	-0.30 	0.09 	0.24 	0.09 	0.01 	0.90
11.73 	-0.26 	-0.10 	0.24 	0.10 	0.00 	0.90
11.94 	-0.28 	0.02 	0.22 	0.09 	0.01 	0.87
12.14 	-0.30 	0.13 	0.22 	0.09 	0.00 	0.88
12.35 	-0.31 	-0.16 	0.24 	0.09 	0.00 	0.90
12.55 	-0.30 	0.09 	0.24 	0.09 	0.00 	0.89
12.76 	-0.27 	0.10 	0.22 	0.10 	0.01 	0.88
12.97 	-0.29 	-0.08 	0.23 	0.09 	0.01 	0.89
13.17 	-0.30 	0.21 	0.24 	0.09 	0.01 	0.90
13.38 	-0.29 	-0.32 	0.22 	0.09 	0.00 	0.88
13.58 	-0.30 	0.21 	0.24 	0.09 	0.00 	0.88
13.79 	-0.30 	-0.08 	0.24 	0.10 	0.01 	0.90
14.00 	-0.31 	-0.04 	0.24 	0.10 	0.01 	0.88
14.20 	-0.30 	0.10 	0.23 	0.09 	0.01 	0.89
14.41 	-0.30 	-0.10 	0.23 	0.10 	0.00 	0.89
14.61 	-0.28 	0.06 	0.24 	0.09 	0.01 	0.89
14.82 	-0.31 	-0.01 	0.23 	0.09 	0.00 	0.89
15.02 	-0.28 	-0.02 	0.22 	0.09 	0.00 	0.89
15.23 	-0.31 	0.02 	0.23 	0.09 	0.00 	0.87
15.44 	-0.30 	-0.01 	0.24 	0.09 	0.01 	0.88
15.64 	-0.31 	-0.02 	0.23 	0.09 	0.01 	0.88
15.85 	-0.28 	0.09 	0.22 	0.09 	0.01 	0.89
16.05 	-0.28 	-0.08 	0.24 	0.08 	0.00 	0.89
16.26 	-0.28 	-0.06 	0.24 	0.09 	0.01 	0.88
16.46 	-0.28 	0.08 	0.24 	0.09 	-0.01 	0.89
16.67 	-0.31 	0.05 	0.24 	0.09 	0.00 	0.88
16.88 	-0.28 	0.00 	0.24 	0.09 	0.01 	0.89
17.08 	-0.29 	0.05 	0.23 	0.09 	0.01 	0.89
17.29 	-0.29 	0.06 	0.24 	0.09 	0.01 	0.88
17.49 	-0.27 	-0.05 	0.24 	0.08 	0.01 	0.88
17.70 	-0.30 	0.05 	0.23 	0.09 	0.00 	0.88
17.91 	-0.29 	-0.03 	0.24 	0.09 	0.01 	0.89
18.11 	-0.29 	0.01 	0.21 	0.09 	0.01 	0.87
18.32 	-0.29 	0.11 	0.22 	0.09 	0.01 	0.89
18.52 	-0.27 	-0.12 	0.24 	0.09 	0.01 	0.89
18.73 	-0.31 	0.08 	0.24 	0.08 	0.00 	0.88
18.93 	-0.28 	-0.01 	0.21 	0.09 	0.01 	0.89
19.14 	-0.27 	-0.05 	0.22 	0.08 	0.01 	0.90
19.35 	-0.27 	0.07 	0.23 	0.09 	0.01 	0.89
19.55 	-0.28 	0.02 	0.22 	0.10 	0.01 	0.89
19.76 	-0.28 	-0.24 	0.21 	0.09 	0.00 	0.87
19.96 	-0.27 	-0.95 	0.24 	0.07 	0.01 	0.85
20.17 	-0.13 	-0.65 	0.25 	0.09 	-0.01 	0.85
20.37 	-0.24 	0.18 	0.24 	0.11 	0.01 	0.92
20.58 	2.04 	-4.50 	1.66 	0.01 	0.06 	0.99
20.79 	-0.34 	-0.27 	-0.28 	0.01 	-0.01 	0.63
20.99 	1.61 	1.15 	0.89 	0.01 	0.03 	0.86
21.20 	-0.01 	0.28 	0.56 	0.02 	0.05 	0.85
21.40 	-0.43 	0.64 	0.20 	0.05 	0.05 	0.88
21.61 	-0.66 	0.49 	0.83 	0.02 	0.07 	0.86
21.81 	-1.08 	-0.18 	0.21 	0.04 	0.07 	0.92
22.02 	-1.37 	-0.38 	-0.40 	-0.01 	0.03 	0.89
22.23 	-1.11 	1.39 	-0.20 	0.04 	0.00 	0.91
22.43 	-0.34 	0.01 	0.22 	-0.01 	0.00 	0.86
22.64 	-0.73 	0.40 	0.48 	-0.04 	-0.01 	0.91
22.84 	0.10 	-0.30 	0.08 	-0.02 	0.01 	0.87
23.05 	0.38 	-0.96 	0.04 	-0.00 	0.01 	0.87
23.25 	-0.32 	-2.27 	0.64 	0.03 	0.03 	0.87
23.46 	0.17 	-4.38 	0.51 	0.12 	0.04 	0.90
23.67 	-0.44 	-3.91 	0.27 	0.27 	0.02 	0.91
23.87 	-0.49 	-2.55 	0.53 	0.31 	0.01 	0.80
24.08 	0.50 	-2.66 	-0.36 	0.38 	0.06 	0.80
24.28 	-0.32 	-2.50 	0.24 	0.49 	0.04 	0.80
24.49 	-0.48 	-1.99 	0.24 	0.50 	0.02 	0.66
24.69 	0.32 	-3.60 	0.21 	0.60 	0.02 	0.70
24.90 	-0.70 	-2.07 	0.38 	0.66 	0.02 	0.66
25.11 	-0.98 	0.21 	0.19 	0.69 	-0.01 	0.64
25.31 	-0.55 	-0.68 	0.27 	0.71 	0.03 	0.64
25.52 	-0.61 	-0.16 	0.18 	0.68 	0.00 	0.62
25.72 	-0.94 	2.47 	0.03 	0.65 	0.02 	0.68
25.93 	-0.53 	3.99 	-0.73 	0.58 	-0.03 	0.66
26.13 	0.11 	2.95 	-0.05 	0.49 	0.02 	0.66
26.34 	0.12 	3.56 	-0.16 	0.46 	0.03 	0.84
26.55 	-1.03 	3.66 	0.35 	0.38 	0.06 	0.83
26.75 	0.84 	3.12 	0.13 	0.31 	0.06 	0.78
26.96 	0.01 	3.40 	-0.04 	0.17 	0.11 	0.74
27.16 	-0.36 	4.36 	0.40 	0.09 	0.07 	0.72
27.37 	0.24 	2.68 	0.46 	0.13 	0.07 	0.88
27.58 	-0.53 	3.55 	0.45 	-0.01 	0.11 	0.81
27.78 	0.79 	1.64 	0.54 	-0.04 	0.10 	0.82
27.99 	-1.24 	2.25 	-0.24 	-0.11 	0.15 	0.91
28.19 	-0.76 	5.16 	0.69 	-0.16 	0.13 	0.90
28.40 	-0.70 	3.55 	0.65 	-0.26 	0.09 	0.81
28.60 	0.37 	2.28 	1.08 	-0.31 	0.05 	0.79
28.81 	-0.82 	2.03 	-0.06 	-0.40 	0.13 	0.77
29.02 	-0.28 	2.67 	0.02 	-0.41 	0.07 	0.77
29.22 	-1.15 	0.86 	0.26 	-0.47 	0.09 	0.76
29.43 	-0.07 	-1.21 	0.37 	-0.49 	0.12 	0.75
29.63 	0.44 	-3.40 	0.37 	-0.43 	0.10 	0.73
29.84 	0.47 	-4.89 	0.07 	-0.25 	0.07 	0.91
30.04 	-1.20 	-3.41 	0.70 	-0.20 	0.07 	0.81
30.25 	-0.53 	-4.10 	0.52 	-0.10 	0.08 	0.89
30.46 	-0.57 	-3.27 	-0.60 	-0.01 	0.06 	0.81
30.66 	-1.57 	-3.39 	-0.49 	0.14 	0.04 	0.91
30.87 	-0.37 	-0.60 	0.27 	0.21 	0.07 	1.00
31.07 	1.04 	1.83 	0.24 	0.18 	0.08 	0.86
31.28 	2.99 	-1.02 	0.59 	0.14 	0.10 	0.82
31.49 	2.95 	1.72 	0.61 	0.08 	0.19 	0.75
31.69 	2.72 	0.43 	0.17 	0.14 	0.26 	0.93
31.90 	2.83 	0.12 	0.11 	0.12 	0.35 	0.86
32.10 	1.95 	0.24 	0.60 	0.10 	0.43 	0.77
32.31 	1.95 	-0.44 	0.12 	0.12 	0.50 	0.84
32.51 	0.98 	0.17 	-0.21 	0.12 	0.49 	0.72
32.72 	-1.34 	0.55 	0.45 	0.12 	0.54 	0.70
32.93 	-4.11 	0.98 	0.25 	0.13 	0.48 	0.80
33.13 	-3.25 	0.50 	0.08 	0.06 	0.42 	0.84
33.34 	-4.53 	3.09 	-0.02 	-0.03 	0.31 	0.82
33.54 	-3.50 	1.47 	0.32 	-0.05 	0.21 	0.88
33.75 	-3.97 	1.86 	0.22 	-0.09 	0.14 	0.93
33.95 	-2.49 	0.49 	-0.27 	-0.14 	0.03 	0.78
34.16 	-0.12 	-0.95 	-0.24 	-0.13 	-0.03 	0.73
34.37 	-1.23 	-0.40 	1.12 	-0.06 	0.00 	0.89
34.57 	-3.21 	-0.22 	0.24 	-0.11 	-0.06 	0.93
34.78 	-3.69 	-1.56 	0.05 	-0.12 	-0.13 	0.90
34.98 	-2.98 	0.48 	-0.66 	-0.13 	-0.22 	0.85
35.19 	-2.96 	-1.47 	0.16 	-0.10 	-0.34 	0.86
35.39 	-2.51 	0.18 	-0.22 	-0.21 	-0.39 	0.69
35.60 	-5.05 	2.66 	0.24 	-0.13 	-0.42 	0.88
35.81 	0.30 	-0.44 	-0.07 	-0.26 	-0.53 	0.55
36.01 	0.42 	-0.49 	0.95 	-0.16 	-0.54 	0.74
36.22 	1.93 	-0.37 	0.07 	-0.18 	-0.49 	0.75
36.42 	3.87 	-1.47 	0.63 	-0.12 	-0.40 	0.80
36.63 	4.98 	-2.74 	-0.17 	-0.08 	-0.24 	0.92
36.84 	3.85 	-1.23 	0.44 	0.08 	-0.19 	1.16
37.04 	2.54 	2.19 	0.50 	0.04 	-0.11 	1.02
37.25 	1.27 	0.94 	-1.05 	-0.03 	0.06 	0.97
37.45 	-0.23 	1.17 	-1.95 	0.01 	-0.01 	0.87
37.66 	-0.21 	0.27 	1.87 	-0.03 	0.05 	0.92
37.86 	-0.83 	-0.04 	4.37 	-0.03 	-0.01 	0.90
38.07 	-0.36 	0.17 	4.77 	-0.05 	0.03 	0.88
38.28 	-0.64 	0.12 	5.11 	-0.01 	0.06 	0.94
38.48 	-0.63 	-0.76 	5.58 	-0.01 	-0.01 	0.88
38.69 	-0.47 	0.14 	4.71 	-0.01 	0.02 	0.87
38.89 	1.44 	-3.08 	5.48 	0.10 	0.03 	0.89
39.10 	-0.76 	-0.30 	4.44 	0.12 	-0.00 	0.83
39.31 	-1.16 	0.00 	-0.75 	0.10 	0.04 	0.88
39.51 	-0.62 	1.29 	-1.52 	0.09 	0.03 	0.86
39.72 	0.08 	2.90 	-5.20 	0.08 	0.15 	0.93
39.92 	-0.20 	0.08 	-3.98 	0.16 	0.05 	0.96
40.13 	-0.32 	-0.98 	-3.94 	0.06 	0.04 	0.83
40.33 	-0.13 	-0.36 	-4.21 	0.02 	0.07 	0.81
40.54 	-0.81 	1.88 	-4.63 	0.03 	0.08 	0.91
40.75 	-0.53 	0.47 	-4.15 	0.02 	0.13 	0.88
40.95 	-0.87 	1.43 	-2.57 	-0.02 	-0.00 	0.74
41.16 	0.24 	0.30 	-0.76 	0.01 	0.05 	0.91
41.36 	-0.04 	-0.18 	-4.02 	0.01 	0.12 	0.88
41.57 	0.76 	-1.39 	-4.44 	0.02 	0.09 	0.96
41.77 	-0.58 	-0.03 	-4.60 	0.04 	0.06 	0.85
41.98 	0.44 	0.01 	-5.05 	-0.04 	0.10 	0.85
42.19 	-0.10 	-0.77 	-3.48 	-0.07 	0.14 	0.90
42.39 	0.12 	-0.99 	-2.30 	0.01 	0.07 	0.82
42.60 	0.13 	-1.40 	2.79 	-0.03 	0.09 	0.96
42.80 	-0.90 	0.73 	2.18 	-0.02 	0.07 	0.84
43.01 	0.50 	0.95 	4.30 	-0.03 	0.15 	0.92
43.21 	0.34 	-0.33 	5.92 	-0.06 	0.09 	0.85
43.42 	-0.40 	0.62 	5.74 	-0.11 	0.12 	0.75
43.63 	-2.21 	3.50 	5.27 	-0.09 	0.15 	0.89
43.83 	0.24 	2.70 	0.69 	-0.15 	0.10 	0.82
44.04 	0.15 	-0.08 	0.47 	-0.10 	0.11 	0.97
44.24 	-0.06 	-1.28 	0.34 	-0.13 	0.13 	0.83
44.45 	-1.26 	-3.19 	0.54 	-0.07 	0.16 	0.88
44.66 	-0.53 	-3.10 	0.63 	0.05 	0.10 	0.87
44.86 	-0.61 	-5.32 	1.15 	0.17 	0.08 	0.89
45.07 	-1.47 	-5.76 	0.90 	0.32 	0.09 	0.89
45.27 	-0.37 	-4.76 	0.15 	0.47 	0.05 	0.76
45.48 	-0.30 	-4.13 	0.16 	0.60 	0.05 	0.67
45.68 	-0.01 	-5.12 	-0.96 	0.71 	0.11 	0.65
45.89 	0.41 	-1.43 	0.13 	0.78 	0.10 	0.58
46.10 	0.20 	0.15 	-0.56 	0.78 	0.11 	0.58
46.30 	-0.82 	3.40 	-0.15 	0.70 	0.13 	0.57
46.51 	0.71 	6.94 	-0.48 	0.60 	0.13 	0.74
46.71 	-1.28 	6.61 	-0.04 	0.42 	0.16 	0.68
46.92 	0.02 	2.13 	-0.08 	0.28 	0.14 	0.66
47.12 	-0.18 	5.33 	0.38 	0.26 	0.16 	0.89
47.33 	0.64 	7.19 	0.96 	0.01 	0.14 	0.85
47.54 	0.79 	-0.64 	1.86 	-0.07 	0.22 	1.00
47.74 	-0.39 	2.31 	-0.32 	-0.11 	0.19 	0.89
47.95 	-0.82 	4.28 	-0.93 	-0.19 	0.15 	0.87
48.15 	0.02 	3.33 	0.76 	-0.33 	0.15 	0.79
48.36 	-0.93 	2.70 	2.35 	-0.37 	0.12 	0.85
48.56 	-1.26 	3.62 	0.56 	-0.55 	0.11 	0.67
48.77 	-2.82 	3.34 	0.04 	-0.57 	0.12 	0.60
48.98 	-0.47 	0.31 	-1.51 	-0.61 	0.12 	0.73
49.18 	-0.63 	-3.08 	0.52 	-0.59 	0.06 	0.70
49.39 	0.05 	-6.55 	-0.03 	-0.47 	0.07 	0.81
49.59 	-0.34 	-6.54 	0.27 	-0.31 	0.08 	0.87
49.80 	0.09 	-6.44 	-0.58 	-0.20 	0.04 	0.83
50.01 	-0.67 	-5.01 	-2.07 	-0.02 	0.09 	0.89
50.21 	-1.11 	-4.46 	-1.68 	0.08 	0.00 	0.82
50.42 	-0.72 	0.86 	-2.58 	0.19 	-0.01 	0.68
50.62 	-0.08 	-0.32 	0.83 	0.19 	0.06 	0.88
50.83 	-0.21 	-0.28 	0.41 	0.20 	0.07 	0.91
51.03 	-0.31 	0.63 	0.41 	0.16 	0.08 	0.84
51.24 	1.81 	2.70 	0.76 	0.19 	0.04 	0.93
51.45 	2.29 	-0.27 	1.11 	0.12 	0.09 	0.80
51.65 	2.15 	0.10 	1.30 	0.13 	0.23 	0.93
51.86 	3.55 	-1.57 	1.47 	0.10 	0.29 	0.86
52.06 	3.83 	-0.53 	0.34 	0.06 	0.43 	0.86
52.27 	2.89 	-1.51 	-0.18 	0.13 	0.46 	0.80
52.47 	3.75 	-1.03 	0.20 	0.08 	0.54 	0.72
52.68 	1.64 	0.33 	0.63 	0.19 	0.59 	0.73
52.89 	1.91 	-1.17 	0.69 	0.09 	0.68 	0.62
53.09 	-1.77 	1.01 	-0.19 	0.11 	0.67 	0.60
53.30 	-3.86 	1.86 	-0.84 	0.10 	0.59 	0.62
53.50 	-4.05 	1.62 	-0.69 	0.03 	0.45 	0.66
53.71 	-4.39 	1.27 	-0.75 	-0.04 	0.42 	0.75
53.91 	-4.37 	0.01 	-0.53 	-0.03 	0.33 	0.85
54.12 	-3.95 	1.97 	-0.84 	-0.03 	0.14 	0.85
54.33 	-1.58 	-0.41 	-0.57 	-0.03 	0.08 	0.83
54.53 	-0.41 	0.49 	0.85 	-0.05 	0.14 	0.96
54.74 	-1.53 	0.44 	0.44 	-0.07 	0.12 	0.93
54.94 	-5.15 	1.25 	0.67 	-0.08 	-0.02 	0.87
55.15 	-4.21 	0.12 	-0.02 	-0.08 	-0.13 	0.86
55.35 	-4.47 	0.85 	0.24 	-0.10 	-0.20 	0.85
55.56 	-4.79 	0.64 	0.76 	-0.08 	-0.33 	0.89
55.77 	-5.11 	0.89 	0.11 	-0.15 	-0.43 	1.00
55.97 	-0.98 	0.31 	-0.67 	-0.13 	-0.57 	0.67
56.18 	0.08 	1.05 	0.78 	-0.14 	-0.55 	0.63
56.38 	3.22 	-1.18 	0.20 	-0.15 	-0.47 	0.71
56.59 	3.54 	-1.73 	0.54 	-0.10 	-0.37 	0.77
56.79 	3.01 	-0.82 	0.29 	-0.06 	-0.31 	0.85
57.00 	4.53 	0.08 	0.48 	-0.02 	-0.18 	0.88
57.21 	2.26 	-0.38 	-0.42 	0.01 	-0.06 	0.90
57.41 	1.66 	-0.76 	-0.08 	0.01 	-0.03 	0.82
57.62 	-1.56 	-0.06 	0.03 	0.02 	-0.05 	0.81
57.82 	0.53 	-0.81 	0.05 	0.04 	-0.00 	0.87
58.03 	-0.31 	-3.08 	0.74 	0.09 	0.01 	0.89
58.23 	-1.08 	-2.50 	0.40 	0.15 	0.03 	0.89
58.44 	0.40 	-5.67 	0.10 	0.29 	0.01 	0.80
58.65 	0.56 	-4.75 	-0.57 	0.46 	0.04 	0.75
58.85 	1.69 	-4.26 	-0.72 	0.58 	0.06 	0.70
59.06 	-0.53 	1.15 	-0.06 	0.65 	0.13 	0.74
59.26 	-1.77 	5.09 	-0.25 	0.54 	0.11 	0.65
59.47 	-0.66 	5.73 	-0.11 	0.41 	0.09 	0.75
59.68 	-0.93 	5.37 	0.01 	0.31 	0.13 	0.89
59.88 	-1.69 	2.92 	0.09 	0.14 	0.09 	0.74
60.09 	-2.29 	8.11 	-0.68 	0.14 	0.09 	1.06
60.29 	-1.30 	6.63 	0.36 	-0.01 	0.10 	1.05
60.50 	-1.51 	4.17 	0.37 	-0.14 	0.04 	0.82
60.70 	1.05 	-0.16 	0.59 	-0.18 	0.08 	0.83
60.91 	-0.18 	-0.04 	0.39 	-0.18 	0.09 	0.86
61.12 	0.79 	-3.50 	0.52 	-0.09 	0.10 	0.95
61.32 	-0.63 	-0.87 	-0.10 	-0.08 	0.10 	0.83
61.53 	-0.47 	-0.83 	0.40 	-0.05 	0.11 	0.89
61.73 	-0.78 	-1.49 	0.70 	-0.01 	0.09 	0.87
61.94 	0.43 	-0.27 	0.02 	0.00 	0.02 	0.85
62.15 	-2.26 	-0.27 	-0.36 	0.00 	0.07 	0.93
62.35 	-0.65 	0.08 	-0.95 	0.01 	0.02 	0.86
62.56 	-0.28 	0.89 	0.23 	-0.04 	0.07 	0.84
62.76 	-0.28 	-0.78 	0.47 	0.00 	0.05 	0.89
62.97 	-1.01 	0.46 	0.77 	0.07 	0.07 	1.02
63.17 	1.13 	2.04 	0.46 	0.06 	0.07 	0.68
63.38 	-0.49 	-0.78 	0.41 	0.14 	0.09 	0.94
63.59 	-0.56 	0.38 	0.25 	0.08 	0.03 	0.84
63.79 	-1.54 	2.16 	0.11 	0.08 	0.02 	0.89
64.00 	-0.11 	-1.26 	-0.26 	0.13 	0.01 	0.94
64.20 	-0.33 	0.25 	0.22 	0.06 	0.01 	0.96
64.41 	-0.27 	-0.18 	0.24 	0.09 	-0.01 	0.89
64.61 	-0.31 	0.50 	0.19 	0.13 	0.02 	0.88
64.82 	-0.30 	-0.61 	0.24 	0.07 	0.00 	0.86
65.03 	-0.32 	0.31 	0.24 	0.10 	0.01 	0.91
65.23 	-0.27 	-0.07 	0.24 	0.08 	0.00 	0.86
65.44 	-0.30 	-0.08 	0.22 	0.10 	0.00 	0.90
65.64 	-0.27 	-0.20 	0.21 	0.09 	0.01 	0.87
65.85 	-0.31 	0.44 	0.24 	0.10 	0.00 	0.89
66.06 	-0.28 	-0.30 	0.24 	0.09 	0.00 	0.88
66.26 	-0.31 	0.22 	0.23 	0.09 	0.00 	0.90
66.47 	-0.28 	-0.18 	0.23 	0.08 	0.00 	0.88
66.67 	-0.28 	0.15 	0.23 	0.09 	0.01 	0.89
66.88 	-0.29 	-0.21 	0.24 	0.08 	0.01 	0.90
67.08 	-0.29 	0.15 	0.21 	0.09 	0.00 	0.88
67.29 	-0.31 	-0.04 	0.24 	0.09 	0.01 	0.89
67.50 	-0.31 	0.06 	0.23 	0.09 	0.00 	0.88
67.70 	-0.28 	-0.09 	0.22 	0.10 	0.00 	0.88
67.91 	-0.30 	0.04 	0.24 	0.08 	0.01 	0.88
68.11 	-0.27 	0.03 	0.23 	0.10 	-0.00 	0.90
68.32 	-0.29 	0.06 	0.22 	0.09 	0.00 	0.88
68.52 	-0.29 	-0.05 	0.22 	0.11 	0.01 	0.90
68.73 	-0.30 	-0.01 	0.22 	0.10 	0.01 	0.89
68.94 	-0.30 	0.10 	0.25 	0.09 	0.00 	0.88
69.14 	-0.29 	-0.11 	0.23 	0.10 	0.01 	0.89
69.35 	-0.30 	0.02 	0.23 	0.10 	0.01 	0.88
69.55 	-0.30 	-0.07 	0.22 	0.10 	0.01 	0.88
69.76 	-0.31 	0.07 	0.21 	0.10 	0.00 	0.89
69.96 	-0.27 	-0.09 	0.24 	0.09 	0.01 	0.88
70.17 	-0.27 	0.14 	0.23 	0.08 	0.00 	0.89
70.38 	-0.28 	-0.14 	0.23 	0.10 	0.01 	0.88
70.58 	-0.30 	-0.13 	0.24 	0.10 	-0.01 	0.88
70.79 	-0.30 	0.15 	0.22 	0.10 	0.00 	0.88
70.99 	-0.29 	-0.06 	0.23 	0.10 	0.00 	0.89
71.20 	-0.28 	0.17 	0.23 	0.09 	0.00 	0.89
71.41 	-0.30 	-0.24 	0.23 	0.09 	0.01 	0.89
71.61 	-0.31 	0.18 	0.23 	0.09 	0.01 	0.88
71.82 	-0.31 	-0.08 	0.22 	0.10 	0.01 	0.90
72.02 	-0.30 	0.00 	0.24 	0.10 	0.01 	0.88
72.23 	-0.31 	0.12 	0.24 	0.10 	0.01 	0.89
72.43 	-0.31 	-0.05 	0.24 	0.10 	0.01 	0.88
72.64 	-0.30 	0.17 	0.23 	0.10 	0.01 	0.89
72.85 	-0.28 	-0.15 	0.23 	0.08 	0.00 	0.89
73.05 	-0.31 	0.16 	0.23 	0.09 	0.01 	0.88
73.26 	-0.30 	-0.15 	0.24 	0.10 	0.00 	0.89
73.46 	-0.29 	0.14 	0.24 	0.09 	0.01 	0.89
73.67 	-0.31 	-0.09 	0.24 	0.09 	0.00 	0.89
73.87 	-0.31 	0.09 	0.23 	0.10 	0.01 	0.90
74.08 	-0.27 	-0.14 	0.24 	0.09 	0.01 	0.89
74.29 	-0.31 	-0.07 	0.23 	0.09 	0.01 	0.88
74.49 	-0.31 	0.14 	0.22 	0.09 	0.00 	0.89
74.70 	-0.28 	-0.13 	0.24 	0.10 	0.00 	0.88
74.90 	-0.28 	0.09 	0.22 	0.10 	0.00 	0.88
75.11 	-0.28 	-1.95 	0.24 	0.10 	0.01 	0.88
75.31 	-0.28 	0.05 	0.24 	0.09 	0.00 	0.89
75.52 	-0.30 	-0.04 	0.24 	0.09 	0.00 	0.88
75.73 	-0.27 	-0.06 	0.24 	0.09 	-0.00 	0.88
75.93 	-0.29 	0.06 	0.21 	0.10 	0.01 	0.89
76.14 	-0.30 	0.08 	0.24 	0.11 	0.01 	0.89
76.34 	-0.29 	-0.09 	0.23 	0.10 	0.00 	0.88
76.55 	-0.29 	0.11 	0.24 	0.10 	0.01 	0.88
76.75 	-0.29 	-0.05 	0.23 	0.10 	0.00 	0.89
76.96 	-0.30 	0.04 	0.21 	0.10 	0.01 	0.88
77.17 	-0.29 	-0.05 	0.24 	0.10 	0.01 	0.88
77.37 	-0.29 	-0.05 	0.21 	0.10 	0.01 	0.88
77.58 	-0.31 	0.08 	0.22 	0.10 	0.00 	0.89
77.78 	-0.30 	-0.09 	0.24 	0.10 	0.01 	0.90
77.99 	-0.29 	-0.07 	0.24 	0.10 	0.00 	0.89
78.20 	-0.29 	0.08 	0.24 	0.09 	0.01 	0.89
78.40 	-0.27 	-0.14 	0.24 	0.10 	0.00 	0.88
78.61 	-0.28 	0.14 	0.24 	0.09 	0.00 	0.88
78.81 	-0.29 	-0.11 	0.24 	0.10 	0.01 	0.89
79.02 	-0.30 	0.10 	0.24 	0.10 	0.01 	0.89
79.22 	-0.29 	-0.08 	0.24 	0.10 	-0.01 	0.89
79.43 	-0.29 	0.12 	0.24 	0.10 	0.01 	0.91
79.64 	-0.27 	-0.09 	0.25 	0.10 	0.00 	0.90
79.84 	-0.30 	0.04 	0.24 	0.08 	0.01 	0.90
80.05 	-0.30 	-0.02 	0.24 	0.10 	0.00 	0.89
